step,target,prediction_naive,error_naive,prediction_variable,error_variable,beta_variable,rules_variable,dictionary_total_variable,prediction_fixed,error_fixed,beta_fixed,rules_fixed,dictionary_total_fixed
23,0.6217220253092455,0.6517581426266934,-0.03003611731744793,0.6111916254724183,0.010530399836827131,0.029089759689584573,2,8,0.6098533251743569,0.01186870013488861,0.18,1,7
24,0.6187018703812147,0.6217220253092455,-0.0030201549280307605,0.6262076161999593,-0.007505745818744636,0.022690012557875967,2,9,0.6209831731397655,-0.002281302758550763,0.18,1,8
25,0.6238551537917114,0.6187018703812147,0.005153283410496701,0.6226953159055633,0.0011598378861481518,0.017698209795143256,2,9,0.6220873824435359,0.0017677713481755175,0.18,1,8
26,0.6486293309375908,0.6238551537917114,0.024774177145879372,0.6206615361101044,0.027967794827486347,0.01380460364021174,2,9,0.6247203119020014,0.023909019035589396,0.18,1,8
27,0.6465281638804955,0.6486293309375908,-0.002101167057095288,0.6126609801859313,0.03386718369456421,0.010767590839365158,2,9,0.629881489846104,0.016646674034391462,0.18,1,8
28,0.6491824920576698,0.6465281638804955,0.002654328177174259,0.6181366828396448,0.03104580921802491,0.01,2,9,0.6349542955690826,0.014228196488587197,0.18,1,8
29,0.6505044180384109,0.6491824920576698,0.001321925980741101,0.6191881065982956,0.03131631144011526,0.01,2,9,0.6383824056971685,0.012122012341242328,0.18,1,8
30,0.693540007086376,0.6505044180384109,0.04303558904796512,0.6204130683354734,0.07312693875090259,0.011111111111111112,2,9,0.6412730638147695,0.052266943271606525,0.18,1,8
31,0.6294978444894471,0.693540007086376,-0.06404216259692885,0.5943238757427693,0.035173968746677775,0.01,2,10,0.6361076607991432,-0.006609816309696037,0.18,1,9
32,0.6259069706940248,0.6294978444894471,-0.0035908737954223335,0.6294225241039534,-0.0035155534099285957,0.01,2,11,0.6461791785731136,-0.02027220787908879,0.18,1,10
33,0.6168215574248553,0.6259069706940248,-0.009085413269169451,0.628664688264571,-0.011843130839715665,0.01,2,11,0.6525366418378226,-0.035715084412967224,0.18,1,10
34,0.6504204739819527,0.6168215574248553,0.03359891655709735,0.6245125594327489,0.025907914549203825,0.01,2,11,0.6456800120433097,0.00474046193864297,0.18,1,10
35,0.6605085881520403,0.6504204739819527,0.010088114170087592,0.6259299047411948,0.03457868341084547,0.01,2,12,0.6538301625130623,0.006678425638978025,0.18,1,11
36,0.6261145989097371,0.6605085881520403,-0.03439398924230319,0.6235573774480823,0.002557221461654824,0.01,2,12,0.6564959906782696,-0.030381391768532495,0.18,1,11
37,0.6040632307002531,0.6261145989097371,-0.022051368209483946,0.6278125829283383,-0.023749352228085163,0.01,2,12,0.6545729000599141,-0.05050966935966095,0.18,1,11
38,0.5999945459430209,0.6040632307002531,-0.0040686847572322105,0.6172607167365032,-0.01726617079348225,0.01,2,13,0.6375127927432749,-0.03751824680025395,0.18,1,12
39,0.6318586833718366,0.5999945459430209,0.031864137428815664,0.6110104786282313,0.02084820474360527,0.01,2,13,0.6288696640983196,0.002989019273517024,0.18,1,12
40,0.6286241558382494,0.6318586833718366,-0.003234527533587217,0.6232544576729753,0.005369698165274106,0.01,2,13,0.6453245174966525,-0.016700361658403162,0.18,1,12
41,0.6175475253444028,0.6286241558382494,-0.011076630493846551,0.6219076421827698,-0.004360116838367012,0.01,2,14,0.6421564836509399,-0.024608958306537088,0.18,1,13
42,0.5807504405772796,0.6175475253444028,-0.03679708476712318,0.61777365976369,-0.03702321918641038,0.01,2,14,0.6338082986296427,-0.05305785805236307,0.18,1,13
43,0.5961234905269502,0.5807504405772796,0.015373049949670592,0.5924555680679506,0.0036679224589996062,0.01,2,15,0.5973320631950156,-0.0012085726680653996,0.18,1,14
44,0.5856990922868409,0.5961234905269502,-0.010424398240109323,0.6045133477266929,-0.018814255439851935,0.01,2,15,0.6093646517912207,-0.023665559504379763,0.18,1,14
45,0.5802636131263144,0.5856990922868409,-0.005435479160526557,0.5954628145346834,-0.015199201408369056,0.01,2,15,0.595338776231979,-0.01507516310566459,0.18,1,14
46,0.5881705096467278,0.5802636131263144,0.007906896520413431,0.5900044065084974,-0.0018338968617696016,0.01,2,15,0.5863694072688661,0.0018011023778616853,0.18,1,14
47,0.5631601637244311,0.5881705096467278,-0.025010345922296673,0.5959585438334356,-0.03279838010900449,0.01,2,15,0.5926304460615905,-0.029470282337159426,0.18,1,14
48,0.565349952638311,0.5631601637244311,0.0021897889138798865,0.5723114977474535,-0.006961545109142486,0.01,2,16,0.5624765805391132,0.002873372099197802,0.18,1,15
49,0.540520085716851,0.565349952638311,-0.024829866921460053,0.5751082492692943,-0.03458816355244332,0.01,2,16,0.5638938033126344,-0.02337371759578344,0.18,1,15
50,0.5361850218749852,0.540520085716851,-0.004335063841865772,0.5467223079857882,-0.010537286110803068,0.01,2,17,0.5319256866349933,0.0042593352399918905,0.18,1,16
51,0.5345657788555143,0.5361850218749852,-0.0016192430194709173,0.5449798818401248,-0.01041410298461054,0.01,2,17,0.5274319747842922,0.007133804071222105,0.18,1,16
52,0.47190932366937116,0.5345657788555143,-0.0626564551861431,0.5453166052815233,-0.0734072816121521,0.011111111111111112,2,17,0.5255515248713103,-0.05364220120193913,0.18,1,16
53,0.48965794399481816,0.47190932366937116,0.017748620325446995,0.4602302585882423,0.029427685406575865,0.01,2,18,0.44627104137593565,0.043386902618882506,0.18,1,17
54,0.47498819141024295,0.48965794399481816,-0.014669752584575202,0.4745655706700335,0.00042262074020943396,0.01,2,18,0.48559985133041395,-0.01061165992017099,0.18,1,17
55,0.459689630139873,0.47498819141024295,-0.015298561270369937,0.43968211844512073,0.02000751169475229,0.01,2,18,0.4698379903357375,-0.010148360195864459,0.18,1,17
56,0.4575438866006936,0.459689630139873,-0.002145743539179401,0.41159571647158255,0.045948170129111066,0.011111111111111112,3,19,0.453777548270031,0.003766338330662644,0.18,1,17
57,0.4904345745679459,0.4575438866006936,0.03289068796725231,0.4242815345980836,0.06615303996986233,0.012345679012345678,3,19,0.45133991796515505,0.03909465660279088,0.18,1,17
58,0.41996286611160344,0.4904345745679459,-0.07047170845634249,0.4561362060893288,-0.03617333997772537,0.01,3,20,0.4799998646998547,-0.060036998588251234,0.18,1,18
59,0.45430372979534367,0.41996286611160344,0.03434086368374023,0.38811913871839765,0.06618459107694602,0.011111111111111112,3,21,0.4242428472723041,0.030060882523039567,0.18,1,19
60,0.37648536337405625,0.45430372979534367,-0.07781836642128742,0.41878434947659304,-0.042298986102536795,0.012345679012345678,3,21,0.4522686693889584,-0.07578330601490213,0.18,1,20
61,0.39864929004276095,0.37648536337405625,0.022163926668704703,0.3409840475147822,0.05766524252797878,0.013717421124828532,3,22,0.40028135180655955,-0.001632061763798598,0.18,1,20
62,0.39959027259802754,0.39864929004276095,0.0009409825552665896,0.3562817909893897,0.04330848160863782,0.015241579027587257,3,23,0.40845325894087203,-0.008862986342844492,0.18,1,20
63,0.398744408817603,0.39959027259802754,-0.0008458637804245606,0.3533064811329826,0.045437927684620405,0.016935087808430286,3,23,0.4043975957881205,-0.005653186970517532,0.18,1,20
64,0.3905357608718674,0.398744408817603,-0.008208647945735559,0.3495530761508423,0.04098268472102512,0.018816764231589206,3,23,0.4004000662839091,-0.009864305412041696,0.18,1,20
65,0.3813850592264837,0.3905357608718674,-0.00915070164538373,0.3378417853712967,0.04354327385518697,0.020907515812876896,3,23,0.39190702397567906,-0.010521964749195367,0.18,1,20
66,0.3417904065721583,0.3813850592264837,-0.03959465265432538,0.3250618553105158,0.01672855126164252,0.01630786233404398,3,23,0.3823928186703714,-0.04060241209821308,0.18,1,20
67,0.328098160808038,0.3417904065721583,-0.013692245764120314,0.27493272006894975,0.05316544073908824,0.018119847037826643,3,24,0.3429974243333582,-0.014899263525320228,0.18,1,21
68,0.3504759098278611,0.328098160808038,0.02237774901982309,0.2566149588505165,0.09386095097734459,0.020133163375362934,3,24,0.32890810323287534,0.02156780659498575,0.18,1,21
69,0.3138638558344922,0.3504759098278611,-0.036612053993368865,0.2863084584554179,0.02755539737907431,0.01570386743278309,3,24,0.3498712380258596,-0.0360073821913674,0.18,1,21
70,0.2766532209038731,0.3138638558344922,-0.0372106349306191,0.24204158051243746,0.03461164039143566,0.01224901659757081,3,25,0.31181992312352813,-0.03516670221965501,0.18,1,22
71,0.27041887960533006,0.2766532209038731,-0.006234341298543056,0.19822330059085486,0.07219557901447521,0.013610018441745345,3,26,0.25793524913359916,0.0124836304717309,0.18,1,23
72,0.26630415743968167,0.27041887960533006,-0.004114722165648399,0.20015585194573193,0.06614830549394973,0.015122242713050384,3,26,0.25380414411842905,0.012500013321252612,0.18,1,23
73,0.2926186506847375,0.26630415743968167,0.02631449324505586,0.1984831746104011,0.09413547607433642,0.016802491903389314,3,26,0.25206042073649404,0.040558229948243485,0.18,1,23
74,0.27503425482574495,0.2926186506847375,-0.017584395858992574,0.2247334464654878,0.05030080836025716,0.01866943544821035,3,26,0.28576718702663095,-0.010732932200886003,0.18,1,23
75,0.2804285263006824,0.27503425482574495,0.005394271474937429,0.20783161279729157,0.07259691350339081,0.020743817164678165,3,26,0.266426515622482,0.014002010678200394,0.18,1,23
76,0.2446095236582115,0.2804285263006824,-0.03581900264247087,0.2121096162131486,0.0324999074450629,0.016180177388448968,3,26,0.2716886283242841,-0.02707910466607258,0.18,1,23
77,0.2518321223503988,0.2446095236582115,0.007222598692187304,0.18017038815970737,0.07166173419069144,0.017977974876054407,3,26,0.2321110473823733,0.019721074968025526,0.18,1,24
78,0.25655995184152713,0.2518321223503988,0.004727829491128321,0.18615905436543562,0.07040089747609152,0.019975527640060452,3,26,0.24223144111237027,0.014328510729156863,0.18,1,24
79,0.2267309868513597,0.25655995184152713,-0.029828964990167434,0.18944426850449403,0.03728671834686567,0.015580911559247153,3,26,0.24729050282808474,-0.020559515976725035,0.18,1,24
80,0.2399391541992827,0.2267309868513597,0.013208167347922989,0.16459988634569228,0.07533926785359041,0.01731212395471906,4,27,0.21583588646883048,0.02410326773045221,0.18,1,25
81,0.20655377479934853,0.2399391541992827,-0.03338537939993416,0.19174473592033617,0.01480903887901236,0.013503456684680866,4,27,0.23193791099076727,-0.025384136191418744,0.18,1,25
82,0.20914966638176974,0.20655377479934853,0.0025958915824212114,0.1692159093783766,0.03993375700339313,0.010532696214051077,4,28,0.19766518127736965,0.011484485104400088,0.18,1,26
83,0.2043620139498006,0.20914966638176974,-0.0047876524319691305,0.16898957740981987,0.035372436539980734,0.01,4,28,0.20301710477196858,0.0013449091778320321,0.18,1,26
84,0.18025617026483812,0.2043620139498006,-0.02410584368496249,0.16469453118586183,0.015561639078976286,0.01,4,28,0.19848255690097694,-0.01822638663613882,0.18,1,26
85,0.21915075540326173,0.18025617026483812,0.038894585138423615,0.1486550092245845,0.07049574617867724,0.011111111111111112,4,29,0.17366870213821622,0.04548205326504551,0.18,1,27
86,0.19265198952795273,0.21915075540326173,-0.026498765875309,0.1696460168859913,0.023005972641961442,0.01,4,29,0.2116863895803453,-0.01903440005239257,0.18,1,27
87,0.20270345533178913,0.19265198952795273,0.010051465803836396,0.15479936172668088,0.04790409360510825,0.011111111111111112,4,29,0.1922345973612446,0.010468857970544532,0.18,1,27
88,0.21301276645731249,0.20270345533178913,0.010309311125523357,0.15903523371333217,0.05397753274398032,0.012345679012345678,4,29,0.19881383713808082,0.014198929319231668,0.18,1,27
89,0.2113631653842406,0.21301276645731249,-0.0016496010730718824,0.16360705980327583,0.04775610558096477,0.013717421124828532,4,29,0.20505801306083532,0.006305152323405283,0.18,1,27
90,0.2166452740664624,0.2113631653842406,0.005282108682221787,0.1621101301310537,0.0545351439354087,0.015241579027587257,4,29,0.2035785425464273,0.013066731520035096,0.18,1,27
91,0.19796476480807926,0.2166452740664624,-0.018680509258383132,0.16405396365076114,0.03391080115731812,0.01188843164151806,4,30,0.20627407477703963,-0.008309309968960371,0.18,1,28
92,0.19086504922312883,0.19796476480807926,-0.007099715584950428,0.153980359933433,0.03688468928969582,0.01,4,31,0.19294585584859397,-0.0020808066254651425,0.18,1,29
93,0.20107669728238042,0.19086504922312883,0.010211648059251593,0.14888938000244872,0.0521873172799317,0.011111111111111112,4,31,0.18792734443475745,0.013149352847622975,0.18,1,29
94,0.1631055128965667,0.20107669728238042,-0.03797118438581373,0.1530468590121993,0.010058653884367386,0.01,4,31,0.1922495737126183,-0.029144060816051615,0.18,1,29
95,0.17192125063575733,0.1631055128965667,0.008815737739190643,0.13141402566141935,0.04050722497433798,0.011111111111111112,4,32,0.17292483948685847,-0.0010035888511011337,0.18,1,30
96,0.17842499362966727,0.17192125063575733,0.006503742993909933,0.13348099321170603,0.04494400041796123,0.012345679012345678,4,32,0.17591409745394304,0.0025108961757242254,0.18,1,30
97,0.19052862753237743,0.17842499362966727,0.01210363390271016,0.13584548483639985,0.05468314269597757,0.013717421124828532,4,32,0.1768876530866456,0.013640974445731813,0.18,1,30
98,0.22998444139295132,0.19052862753237743,0.039455813860573896,0.1416040558254271,0.08838038556752423,0.015241579027587257,4,32,0.18072580759354223,0.04925863379940909,0.18,1,30
99,0.2024339009701593,0.22998444139295132,-0.027550540422792036,0.16179371975368012,0.040640181216479165,0.016935087808430286,4,33,0.1976811769192882,0.004752724050871099,0.18,1,30
100,0.22123412496873848,0.2024339009701593,0.018800223998579196,0.14739904904595685,0.07383507592278163,0.018816764231589206,4,33,0.18506200911077955,0.03617211585795893,0.18,1,30
101,0.2693072665669095,0.22123412496873848,0.048073141598171026,0.1568175432801927,0.1124897232867168,0.020907515812876896,4,33,0.19561677264925018,0.07369049391765933,0.18,1,30
102,0.2345624938318271,0.2693072665669095,-0.03474477273508242,0.18510262045596632,0.049459873375860774,0.023230573125418773,4,34,0.23380867072769207,0.0007538231041350207,0.18,1,30
103,0.26903539718415825,0.2345624938318271,0.03447290335233116,0.16725623129268313,0.10177916589147512,0.02581174791713197,4,34,0.21680436454693014,0.052231032637228114,0.18,1,30
104,0.23485174157796057,0.26903539718415825,-0.03418365560619768,0.18724248610703886,0.04760925547092171,0.028679719907924412,4,34,0.24491277667719152,-0.010061035099230953,0.18,1,30
105,0.26109627751374964,0.23485174157796057,0.02624453593578907,0.167550453631828,0.09354582388192165,0.03186635545324935,4,34,0.22478459643838672,0.03631168107536292,0.18,1,30
106,0.2509449259869848,0.26109627751374964,-0.010151351526764829,0.18168286588172033,0.06926206010526448,0.03540706161472149,4,34,0.2438281599963633,0.007116765990621526,0.18,1,30
107,0.2750828452330853,0.2509449259869848,0.02413791924610048,0.1757988765772831,0.09928396865580219,0.03934117957191277,4,35,0.239746913504078,0.035335931729007286,0.18,1,30
108,0.3138051092922227,0.2750828452330853,0.03872226405913742,0.1884651567635034,0.12533995252871932,0.043712421746569745,4,35,0.25746593151110725,0.05633917778111547,0.18,1,30
109,0.25920323941082163,0.3138051092922227,-0.05460186988140109,0.2093244770670829,0.049878762343738725,0.048569357496188605,4,36,0.28326942571496594,-0.02406618630414431,0.18,1,30
110,0.3231594034407303,0.25920323941082163,0.06395616402990867,0.181028748682563,0.1421306547581673,0.053965952773542894,4,36,0.2555452019766714,0.06761420146405889,0.18,1,30
111,0.32845119981848253,0.3231594034407303,0.005291796377752234,0.2124763747580568,0.11597482506042572,0.05996216974838099,4,36,0.2872199562051024,0.04123124361338015,0.18,1,30
112,0.318131394239375,0.32845119981848253,-0.010319805579107555,0.218790204771198,0.09934118946817697,0.06662463305375665,4,36,0.29789127233663515,0.020240121902739827,0.18,1,30
113,0.30755052846045533,0.318131394239375,-0.010580865778919646,0.21414095615793216,0.09340957230252317,0.07402737005972962,4,36,0.2988095038399461,0.008741024620509241,0.18,1,30
114,0.35643204567998116,0.30755052846045533,0.04888151721952583,0.20784913968681396,0.1485829059931672,0.08225263339969957,3,36,0.296406394473746,0.06002565120623515,0.18,1,30
115,0.35249825006319513,0.35643204567998116,-0.003933795616786029,0.2755478027518415,0.07695044731135364,0.09139181488855508,3,37,0.31710579387988747,0.03539245618330766,0.18,1,30
116,0.3828085894418663,0.35249825006319513,0.03031033937867117,0.2913003883810013,0.09150820106086499,0.10154646098728341,3,37,0.32604099118682267,0.05676759825504363,0.18,1,30
117,0.38891247957305947,0.3828085894418663,0.006103890131193168,0.3091625684067867,0.07974991116627278,0.11282940109698157,3,37,0.3471038388317181,0.041808640741341385,0.18,1,30
118,0.4398722084323471,0.38891247957305947,0.05095972885928762,0.31045790435639975,0.12941430407594734,0.1253660012188684,3,37,0.36567360714580666,0.07419860128654043,0.18,1,30
119,0.4053609274970446,0.4398722084323471,-0.03451128093530248,0.31823175582014807,0.08712917167689654,0.13929555690985376,2,38,0.4047419070718724,0.0006190204251722009,0.18,1,30
120,0.3972982852885029,0.4053609274970446,-0.008062642208541693,0.31853748054892894,0.07876080473957398,0.15477284101094863,2,38,0.39521141056042064,0.0020868747280822775,0.18,1,30
121,0.43890057528085075,0.3972982852885029,0.04160228999234783,0.31213271064702575,0.126767864633825,0.17196982334549846,2,38,0.3926328401431397,0.04626773513771104,0.18,1,30
122,0.4514118775500596,0.43890057528085075,0.01251130226920888,0.331661863647537,0.1197500139025226,0.1910775814949983,2,38,0.41432371734645257,0.03708816020360706,0.18,1,30
123,0.4913136062051994,0.4514118775500596,0.0399017286551398,0.33732904781197515,0.15398455839322428,0.21230842388333143,1,30,0.4322519029936285,0.05906170321157095,0.18,1,30
124,0.48953089706288083,0.4913136062051994,-0.0017827091423185948,0.44713484072326065,0.04239605633962018,0.23589824875925713,1,30,0.4592015264698112,0.030329370593069616,0.18,1,30
125,0.488760179417312,0.48953089706288083,-0.0007707176455688525,0.46251341261495404,0.026246766802357935,0.18400063403222058,1,30,0.4763018467125726,0.012458332704739394,0.18,1,30
126,0.527441563968134,0.488760179417312,0.03868138455082204,0.477992489435701,0.049449074532433024,0.20444514892468954,1,30,0.47976148596184165,0.04768007800629237,0.18,1,30
127,0.4719654729098677,0.527441563968134,-0.05547609105826634,0.5053165270879996,-0.03335105417813189,0.15946721616125784,1,30,0.507102736532795,-0.03513726362292735,0.18,1,30
128,0.4962914912671284,0.4719654729098677,0.024326018357260726,0.47452839666377067,0.021763094603357735,0.12438442860578111,1,30,0.4759328679264923,0.020358623340636095,0.18,1,30
129,0.49946760682372676,0.4962914912671284,0.003176115556598358,0.48978105957235596,0.009686547251370803,0.09701985431250927,1,30,0.49000197799267864,0.009465628831048123,0.18,1,30
130,0.5229510033435384,0.49946760682372676,0.023483396519811628,0.49254837411806024,0.03040262922547815,0.07567548636375723,1,30,0.49278415953033883,0.030166843813199562,0.18,1,30
131,0.5080331544241268,0.5229510033435384,-0.014917848919411614,0.5056636368333927,0.002369517590734116,0.05902687936373064,2,31,0.5042814236102087,0.0037517308139181083,0.18,1,30
132,0.5677461111813037,0.5080331544241268,0.059712956757176916,0.5032604213374456,0.06448568984385805,0.06558542151525626,2,31,0.501820970221842,0.06592514095946167,0.18,1,30
133,0.5553658499058144,0.5677461111813037,-0.012380261275489302,0.5158466227925355,0.03951922711327893,0.05115662878189988,2,32,0.5261710788463954,0.029194771059419033,0.18,1,30
134,0.5328174699112878,0.5553658499058144,-0.022548379994526635,0.5299326314049024,0.0028848385063853232,0.03990217044988191,2,32,0.5377304604978268,-0.0049129905865390455,0.18,1,30
135,0.5524526375631968,0.5328174699112878,0.01963516765190909,0.5265083147419684,0.025944322821228494,0.031123692950907892,2,32,0.5268955411328443,0.025557096430352533,0.18,1,30
136,0.5935000059576985,0.5524526375631968,0.04104736839450163,0.5271742657339052,0.06632574022379323,0.034581881056564324,2,32,0.5384699322573321,0.05503007370036639,0.18,1,30
137,0.6139794032366384,0.5935000059576985,0.02047939727893988,0.5206497510121406,0.09332965222449774,0.03842431228507147,2,33,0.5604078513317499,0.05357155190488849,0.18,1,30
138,0.6498323559137997,0.6139794032366384,0.035852952677161376,0.5341947775158401,0.11563757839795963,0.04269368031674608,2,34,0.5878408058430549,0.06199155007074486,0.18,1,30
139,0.6791532971737415,0.6498323559137997,0.02932094125994178,0.5363965695180577,0.1427567276556838,0.04743742257416231,2,35,0.6233484043540287,0.05580489281971279,0.18,1,30
140,0.6225468355432808,0.6791532971737415,-0.05660646163046068,0.5423610346229161,0.08018580092036476,0.05270824730462478,2,35,0.6618418420432187,-0.03929500649993789,0.18,1,30
141,0.5927990395389183,0.6225468355432808,-0.029747796004362503,0.5641965744254767,0.028602465113441666,0.04111243289760733,2,35,0.6264530113632076,-0.03365397182428931,0.18,1,30
142,0.5690435292774291,0.5927990395389183,-0.023755510261489254,0.5578912729420233,0.01115225633540573,0.03206769766013372,2,35,0.6016399958337896,-0.032596466556360504,0.18,1,30
143,0.6332877362938524,0.5690435292774291,0.0642442070164233,0.5463086119090126,0.08697912438483979,0.03563077517792635,2,36,0.5806982155232364,0.05258952077061596,0.18,1,30
144,0.6099530571176766,0.6332877362938524,-0.02333467917617582,0.552816195536897,0.057136861580779574,0.03958975019769594,2,37,0.6240875195323561,-0.014134462414679527,0.18,1,30
145,0.6229955258134153,0.6099530571176766,0.013042468695738774,0.5538010594048425,0.06919446640857285,0.04398861133077327,2,37,0.6114595927561916,0.01153593305722378,0.18,1,30
146,0.6205926079130788,0.6229955258134153,-0.002402917900336532,0.5516550836693281,0.06893752424375066,0.048876234811970294,2,37,0.619768749534061,0.0008238583790177723,0.18,1,30
147,0.6342966002383422,0.6205926079130788,0.013703992325263425,0.5505589574465719,0.08373764279177032,0.054306927568855884,2,37,0.618033110285125,0.016263489953217247,0.18,1,30
148,0.6657877083368725,0.6342966002383422,0.031491108098530285,0.5469395821822503,0.11884812615462226,0.060341030632062094,2,37,0.6237414032540041,0.04204630508286844,0.18,1,30
149,0.6437830943965325,0.6657877083368725,-0.022004613940340034,0.5332895033716902,0.11049359102484224,0.06704558959118011,2,37,0.6343933166267525,0.009389777769780006,0.18,2,31
150,0.6360045563254508,0.6437830943965325,-0.007778538071081642,0.5450353434432661,0.09096921288218474,0.07449509954575567,2,37,0.6349174659206988,0.001087090404752078,0.18,2,32
151,0.6135871873445125,0.6360045563254508,-0.02241736898093838,0.546568759384697,0.0670184279598155,0.08277233282861741,2,37,0.6326547296857303,-0.01906754234121788,0.18,2,32
152,0.5965154722210224,0.6135871873445125,-0.01707171512349004,0.548065275403114,0.04845019681790841,0.0919692586984638,2,38,0.6146018945895512,-0.018086422368528754,0.18,2,33
153,0.6245277901176959,0.5965154722210224,0.028012317896673466,0.5443803796157336,0.08014741050196228,0.10218806522051532,2,38,0.5917509235986258,0.03277686651907008,0.18,2,33
154,0.6330474643679936,0.6245277901176959,0.00851967425029776,0.5441110269028346,0.088936437465159,0.11354229468946146,2,38,0.6223705592233928,0.010676905144600846,0.18,2,33
155,0.6757067270421425,0.6330474643679936,0.04265926267414888,0.5413162324321816,0.1343904946099609,0.12615810521051274,2,38,0.6259704922182894,0.04973623482385314,0.18,2,33
156,0.6312996407084481,0.6757067270421425,-0.04440708633369439,0.5209909883437878,0.11030865236466036,0.14017567245612525,2,38,0.6285956824429695,0.0027039582654786454,0.18,2,33
157,0.6485729502630873,0.6312996407084481,0.017273309554639127,0.5430406815650187,0.10553226869806853,0.1557507471734725,2,38,0.6273122416786925,0.021260708584394772,0.18,2,34
158,0.6069222586817078,0.6485729502630873,-0.04165069158137946,0.5365373661490582,0.07038489253264957,0.1730563857483028,1,30,0.6315738791910183,-0.024651620509310468,0.18,2,34
159,0.5846324024391459,0.6069222586817078,-0.022289856242561856,0.6087653359665808,-0.02413293352743484,0.1349839808836762,1,30,0.612977648465306,-0.028345246026160065,0.18,2,34
160,0.5844447583633705,0.5846324024391459,-0.0001876440757754283,0.6089330871587438,-0.024488328795373326,0.10528750508926743,1,30,0.5877445608070981,-0.0032998024437276285,0.18,2,35
